id,fund,name,website,sectors,pmo_score,relevance,group_id,functional_group,group_rationale
1463,new-schools,Lead Collaborative,https://www.leadcolab.org/,Additional Investments,2.6,5,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Развитие потенциала образовательных лидеров (PD).
1388,new-schools,DC Public Education Fund,http://www.dcedfund.org,Learning Solutions,1.2,4,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Образовательный фонд: грантмейкинг и инкубация программ.
2294,y-combinator,Dost Education,http://www.dosteducation.com/,Education,1.2,3,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Родительское просвещение для раннего развития (вовлечение семьи).
2295,y-combinator,ClassDojo,http://www.classdojo.com,Education,4.2,3,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Приложение коммуникации учитель-семья-ученик.
1263,learn-capital,BloomBoard,https://bloomboard.com,education,3.6,2,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Магистратура/сертификация педагогов на рабочем месте (PD).
1415,new-schools,Fair Schools,https://www.fairschools.org/,Learning Differences,0.6,2,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Поддержка школьных лидеров в создании инклюзивной среды.
1467,new-schools,Liberation Journeys,https://www.liberationjourneys.org/,Learning Solutions,3.6,2,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Совместное проектирование анти-расистских школ (PD/системное).
1571,new-schools,The Ability Challenge,https://theabilitychallenge.org/,Learning Differences,4.2,2,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Консалтинг и тренинг школ по спецобразованию (PD).
1350,new-schools,All Means All,https://www.amaleaders.org/,Learning Differences,3.0,1,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Коучинг/PD школьных лидеров по инклюзии.
1331,learn-capital,Uppercase,https://www.uppercaseteach.com/,,5.8,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Коучинг и поддержка учителей + AI-коуч (PD).
1345,new-schools,AI for Equity,https://www.ai-for-equity.org,Learning Solutions,0.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Поддержка когорт школьных лидеров по внедрению ИИ (PD/системное).
1349,new-schools,ALL in Education,https://allineducation.org/,Teaching Reimagined,0.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Вовлечение семей и сообществ для борьбы с неравенством.
1372,new-schools,Celebrate Dyslexia,https://celebratedyslexia.org/,"Early Identification,Learning Differences",1.4,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",НКО поддержки и адвокации людей с дислексией.
1381,new-schools,CommunityShare,https://www.communityshare.org/,Teaching Reimagined,4.4,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Ко-создание реальных учебных проектов с участием сообщества.
1393,new-schools,Dyslexia Alliance for Black Children,https://www.dyslexiaallianceforblackchildren.org/,Learning Differences,0.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Альянс за равенство для чернокожих детей с дислексией (адвокация).
1399,new-schools,Education Evolving (Teacher Powered Schools),https://www.teacherpowered.org/,Teaching Reimagined,1.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Коучинг для teacher-powered школ (PD/системное).
1425,new-schools,FULCRUM,https://www.fulcrumliteracy.org/,Learning Solutions,1.4,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",НКО за научно обоснованное обучение чтению (политика/подготовка).
1430,new-schools,"Green Schools National Network, Inc.",https://greenschoolsnationalnetwork.org/,Learning Solutions,2.2,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Целостная трансформация школ через устойчивое развитие (системное).
1440,new-schools,"Impactful Projects, Inc",http://www.impactfulpbl.com,Learning Solutions,1.8,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Сеть PBL: развитие компетенций педагогов (PD).
1447,new-schools,Intersection Collective,https://www.intersectioncollective.com,Learning Differences,0.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Адвокация прав людей с инвалидностью на стыке с расой.
1486,new-schools,MindWorks Collaborative,http://www.mindworkscollab.org,Learning Differences,1.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Кадровое и сервисное обеспечение спецобразования в школах.
1493,new-schools,National Accelerator of Autism Charter Schools,https://autismcharterschools.org,Learning Differences,0.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Поддержка запуска чартерных школ для аутистов (феллоушипы).
1529,new-schools,Relay Graduate School of Education,https://www.relay.edu/,Teaching Reimagined,5.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Аккредитованный вуз по подготовке учителей (teacher prep).
1535,new-schools,Rural Opportunity Institute (ROI),https://www.ruralopportunity.org/,Learning Differences,0.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Сообщество исцеления от травм и психического здоровья (системное).
1539,new-schools,SELF,http://SELFnola.org,Learning Differences,2.2,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Офлайн-программа обучения школьных лидеров инклюзии.
1546,new-schools,Social Optics,http://www.mysocialoptics.com,Learning Differences,3.2,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Обучение социальной коммуникации нейроотличных подростков (SEL).
1550,new-schools,Spelligent Education,http://www.spelligent.org,Learning Differences,2.2,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Дизайн школьных систем под вариативность учащихся (PD/спецобр.).
1554,new-schools,STEM4Real,http://www.stem4real.org,Learning Solutions,3.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)","Профессиональное обучение педагогов STEM (equity, PD)."
1583,new-schools,The Inspired Community Project,https://theinspiredcommunityproject.org/,Learning Differences,2.6,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)","НКО раннего вмешательства, адвокации и career-обучения."
1601,new-schools,Transformative Learning Solutions,http://www.crebydesign.com,Learning Solutions,1.8,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Консалтинг и развитие учителей и школьных лидеров (PD).
1632,owl-ventures,Answersnow,https://www.getanswersnow.com/,Pre K-12,1.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Телемедицинская ABA-терапия аутизма и тренинг родителей.
1645,owl-ventures,Coala,https://coalasaude.com.br/,Pre K-12,0.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Телемедицинская платформа для школ (здоровье).
1660,owl-ventures,Hazel Health,https://www.hazel.co/,Pre K-12,0.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Телемедицина для детей в школе (здоровье).
1687,owl-ventures,ParentSqueare,https://www.parentsquare.com/,Pre K-12,0.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Коммуникационная платформа школьного сообщества (семья).
1690,owl-ventures,Raftr,https://www.raftr.com/,Post-Secondary,0.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Коммуникационная платформа студенческих сообществ и событий.
1724,reach-capital,Breathe For Change,https://www.breatheforchange.com/,Learning,2.6,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Wellness-тренинг для учителей (благополучие/PD).
1771,reach-capital,Marker Learning,https://markerlearning.com/,Learning,6.0,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Услуги дистанционного обучения и помощи при нарушениях внимания.
1813,reach-capital,Wayfinder,https://www.projectwayfinder.com/,Learning,2.6,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Curriculum SEL и ментального здоровья (благополучие).
2342,y-combinator,ExceptionALLY,https://growexceptionally.com/,Education,0.8,0,G6,"Поддержка участников (семья, благополучие, педагоги, сообщество)",Доступная экспертиза для родителей детей с особыми потребностями.
2253,y-combinator,Epsilon,https://www.epsilon-ai.com,Education,0.0,5,G7,Прочее / смежные нишевые сервисы,AI-ответы на исследовательские вопросы с цитатами — research-инструмент.
501,a16z,Flash Hoops,https://www.flashhoops.com/,,4.2,0,G7,Прочее / смежные нишевые сервисы,Обучение математике через очные баскетбольные тренировки — нишевой гибридный формат.
1082,brighteye,Ornikar,https://www.ornikar.com/,Learning,4.8,0,G7,Прочее / смежные нишевые сервисы,Маркетплейс инструкторов вождения и страхования — другой домен.
1170,edu-capital,wecandoo,https://wecandoo.fr,Future of education,1.2,0,G7,Прочее / смежные нишевые сервисы,Маркетплейс ремесленных досуговых мастер-классов.
1180,gsv-ventures,Bookclub,https://www.bookclub.com/,Adult Consumer Learning,0.0,0,G7,Прочее / смежные нишевые сервисы,Потребительские виртуальные книжные клубы с авторами.
1210,gsv-ventures,Hustle,https://www.hustle.com/,Future of Talent@Work,0.0,0,G7,Прочее / смежные нишевые сервисы,Платформа массовых 1:1 SMS-рассылок для организаций — вне образования.
1223,gsv-ventures,Motimatic,https://motimatic.com/,Future of Talent in Post-Secondary,0.0,0,G7,Прочее / смежные нишевые сервисы,Автоматические мотивационные рассылки (adtech) для удержания.
1278,learn-capital,EdSurge,https://www.edsurge.com/,education,0.0,0,G7,Прочее / смежные нишевые сервисы,Журналистика и аналитика рынка EdTech — медиа.
1281,learn-capital,Emergence,https://www.emergence.ai/,education,0.0,0,G7,Прочее / смежные нишевые сервисы,Agentic AI-платформа для бизнес-автоматизации — вне образования.
1596,new-schools,Thrive,http://www.thriveps.org/,Teaching Reimagined,0.0,0,G7,Прочее / смежные нишевые сервисы,Нет содержательного описания — классификация невозможна.
1681,owl-ventures,Morressier,https://www.morressier.com/,Post-Secondary,0.0,0,G7,Прочее / смежные нишевые сервисы,Платформа научных конференций и обмена знаниями.
1692,owl-ventures,Rebel,https://www.rebelgirls.com/,Pre K-12,0.0,0,G7,Прочее / смежные нишевые сервисы,Развлекательный бренд для девочек — не EdTech-инструмент.
1708,owl-ventures,Thunkable,https://thunkable.com/,Pre K-12;Future of Work,0.0,0,G7,Прочее / смежные нишевые сервисы,No-code платформа разработки мобильных приложений.
1715,owl-ventures,Welcome Tech,https://www.welcome.tech/,Post-Secondary,0.8,0,G7,Прочее / смежные нишевые сервисы,Платформа ресурсов для иммигрантов — вне ядра обучения.
1738,reach-capital,Dropback,https://www.dropback.com/,Learning,0.0,0,G7,Прочее / смежные нишевые сервисы,Финансовая инфраструктура для команд студенческого спорта.
1758,reach-capital,Kanu,https://kanu.us/,Learning,0.0,0,G7,Прочее / смежные нишевые сервисы,P2P кампус-маркетплейс с элементами предпринимательства.
1798,reach-capital,Songscription,https://songscription.ai/,Learning,1.8,0,G7,Прочее / смежные нишевые сервисы,Транскрипция песен для музыкантов — нишевой инструмент.
1809,reach-capital,The Podcast App,https://podcast.app/,Learning,1.0,0,G7,Прочее / смежные нишевые сервисы,Поисковая платформа подкастов — медиа/потребитель.
1969,sequoia,Harmonic,https://harmonic.fun/,AI,2.8,0,G7,Прочее / смежные нишевые сервисы,Движок математического рассуждения / AI-research.
2248,y-combinator,Deep24,https://deep24.com,Education,0.0,0,G7,Прочее / смежные нишевые сервисы,"Общий лайф-коуч, синхронизирующий данные пользователя."
2297,y-combinator,Jumpcut,http://www.jumpcut.com,Education,2.2,0,G7,Прочее / смежные нишевые сервисы,Помощь креаторам стать вирусными и монетизироваться — creator economy.
2312,y-combinator,Our World in Data,https://ourworldindata.org/,Education,0.0,0,G7,Прочее / смежные нишевые сервисы,Открытая публикация данных и визуализаций о мире — данные/медиа.
2325,y-combinator,KidPass,https://kidpass.com,Education,0.0,0,G7,Прочее / смежные нишевые сервисы,Маркетплейс бронирования детских внешкольных активностей.
