id,fund,name,slug,fund_url,sectors,website,description,stage,stage_year,founded_year,invested_year,logo_url,source_modified,ticker_symbol,acquirer,founders,pmo_score,pmo_traj,pmo_mat,pmo_collab,pmo_game,pmo_feedback,pmo_notes
1290,learn-capital,Kalibrr,kalibrr,https://learn.vc/ventures,education,https://www.kalibrr.com/,"Kalibrr connects job seekers in Southeast Asia with roles that match their skills, experience, and aspirations. Using AI-powered recommendations and an end-to-end hiring platform, Kalibrr helps employers find qualified candidates faster while empowering millions of professionals to grow their careers.",Acquired,,,,"https://images.prismic.io/learn-site/aFsf5nfc4bHWir4F_Kalibrr_Logo.png?auto=format,compress",,,,,0.0,0,0,0,0,0,"Продукт не является образовательным — это платформа для подбора работы и найма, а не обучения."
1291,learn-capital,Kibeam,kibeam,https://learn.vc/ventures,education;community;gaming,https://kibeam.com/,Kibeam is closing the childhood reading gap through a non-screen platform enabling young learners to engage with existing paper books in highly interactive and novel ways.,,,,,"https://images.prismic.io/learn-site/Zidwe_Pdc1huKsaM_KibeamColor.png?auto=format,compress",,,,,4.0,2,4,1,6,7,"Продукт ориентирован на устранение пробелов в чтении у детей через интерактивное взаимодействие с бумажными книгами, однако механизмы персонализации и социального обучения проявлены слабо."
1292,learn-capital,Landed,landed,https://learn.vc/ventures,community;finance;education,https://www.landed.com/,"Landed provides down payment support and financial coaching to educators, healthcare workers, and public sector employees. By partnering with employers and school districts, Landed helps essential workers access homeownership, build long-term wealth, and stay rooted in high-cost communities.",Acquired,,,,"https://images.prismic.io/learn-site/75b61b5e-5941-452a-8683-65a407602a7f_landed.png?auto=compress,format",,,,,0.0,0,0,0,0,0,"Продукт Landed ориентирован на финансовую поддержку покупки жилья, а не на обучение, поэтому модель PMO к нему не применима."
1293,learn-capital,Learn Zillion,learn-zillion,https://learn.vc/ventures,education,https://learnzillion.com/,"LearnZillion’s platform, curriculum, and software are designed to transform the classroom experience, offering teachers the power of engaging, customizable, classroom-ready tools to foster greater outcomes for students.",Acquired,,,,"https://images.prismic.io/learn-site/8e971a1b-9406-474b-8945-18861e0a67d1_LearnZillion.png?auto=compress,format",,,,,1.0,3,2,0,0,0,"Платформа ориентирована на предоставление учителям готовых учебных материалов, персонализация и адаптивность для учащихся практически отсутствуют."
1294,learn-capital,Learning Machine,learning-machine,https://learn.vc/ventures,education,https://www.hyland.com/en/solutions/products/hyland-credentials,"Learning Machine enabled institutions to issue verifiable academic records and certifications that recipients could own and share. By leveraging blockchain for security and transparency, the platform helped universities, governments, and employers streamline credentialing and reduce fraud.",Acquired,,,,"https://images.prismic.io/learn-site/aFshGHfc4bHWir4m_LearningMachineLogo.png?auto=format,compress",,,,,0.0,0,0,0,0,0,"Продукт не является образовательным — это платформа для выдачи и проверки дипломов, не связанная с обучением, поэтому модель ПМО неприменима."
1295,learn-capital,LetMeSpeak,letmespeak,https://learn.vc/ventures,education;finance;gaming,https://www.letmespeak.org/,"LetMeSpeak combines gamified English lessons with blockchain-based rewards, letting users earn tokens as they progress. With AI-driven coaching and immersive storylines, the platform turns language acquisition into an engaging and financially motivating experience.",,,,,"https://images.prismic.io/learn-site/aFxbVnfc4bHWiupQ_LetMeSpeakLogo.png?auto=format,compress",,,,,5.0,3,4,0,9,9,"LetMeSpeak — языковое обучение с сильной геймификацией и ИИ-обратной связью, но без персонализированной траектории и совместной деятельности."
1296,learn-capital,Make School,make-school,https://learn.vc/ventures,education,https://www.makeschool.com/,"Make School offered a redesigned college experience for aspiring software engineers, combining project-based learning, industry mentorship, and a focus on real-world skills. With income share agreements and strong job placement support, Make School aimed to align student outcomes with institutional accountability.",Acquired,,,,"https://images.prismic.io/learn-site/8dbfcda9-989c-4c48-bd6f-00d1c7ab617c_Make-School-2.png?auto=compress,format",,,,,3.2,4,2,5,2,3,"Продукт предлагает проектное обучение с менторством, но не реализует персонализированную траекторию, адаптивные материалы или геймификацию."
1297,learn-capital,Manga High,manga-high,https://learn.vc/ventures,education;gaming,https://www.mangahigh.com,"Manga High is a pioneer in the development of adaptive and embedded-assessment online learning games for math and physics in the middle grades. Free for schools and students, Manga High features high quality games that emphasize rapid-fire learning of different math techniques.",Acquired,,,,"https://images.prismic.io/learn-site/54d1fef4-2a95-4ca4-84fa-90fb66b67a4e_MangaHigh.png?auto=compress,format",,,,,5.8,3,7,2,9,8,"Адаптивная игровая платформа для математики с сильной геймификацией и персональной обратной связью, но без возможности учащегося строить собственную траекторию и без совместной деятельности."
1298,learn-capital,MasteryConnect,masteryconnect,https://learn.vc/ventures,,https://masteryconnect.com/,"MasteryConnect provides K–12 educators with real-time insights into student understanding through standards-based assessments. The platform supports data-driven instruction by making it easy to identify learning gaps, personalize teaching, and improve outcomes across classrooms, schools, and districts.",Acquired,,,,"https://images.prismic.io/learn-site/95889886-82fe-4f60-ba0c-56ad18835498_MasteryConnect.png?auto=compress,format",,,,,3.4,4,2,1,3,7,"Платформа эффективно даёт обратную связь по стандартам, но почти не поддерживает персонализацию учебной траектории, адаптацию материалов или совместную деятельность учащихся."
1299,learn-capital,Mentor Collective,mentor-collective,https://learn.vc/ventures,education,https://www.mentorcollective.org/,"Mentor Collective partners with colleges and universities to match students with trained peer, alumni, or professional mentors. Using a research-backed approach and data insights, the platform supports belonging, persistence, and career readiness at scale across the student journey.",,,,,"https://images.prismic.io/learn-site/cef993c8-0369-440b-b81d-956ea0ef432b_Mentor-Collective.png?auto=compress,format",,,,,2.8,2,1,7,1,3,"Платформа Mentor Collective является образовательной, сфокусированной на менторстве: сильная поддержка совместной деятельности, но отсутствуют персонализированная траектория обучения и адаптивный контент."
1301,learn-capital,Minerva,minerva,https://learn.vc/ventures,education,https://www.minervaproject.com/,"Minerva Project partners with universities and governments to deliver active learning programs powered by its proprietary Forum platform. With a curriculum focused on critical thinking, global immersion, and real-world application, Minerva is helping institutions modernize higher education for a more connected and adaptable world.",,,,,"https://images.prismic.io/learn-site/6139836f-9261-4bbe-b6a1-2791e0d4ff0e_Minerva.png?auto=compress,format",,,,,6.0,5,6,9,2,8,"Minerva активно использует совместное обучение и немедленную обратную связь, но персонализация учебной траектории и адаптивность материалов выражены слабее, а геймификация практически отсутствует."
1302,learn-capital,MobLab,moblab,https://learn.vc/ventures,education;gaming,https://www.moblab.com/,"MobLab brings classrooms to life with engaging, mobile-first games that simulate economic principles, behavioral science, and strategic decision-making. Used in high schools and universities worldwide, the platform helps instructors deliver active learning experiences that deepen understanding through real-time participation and data analysis.",,,,,"https://images.prismic.io/learn-site/dbc724ab-6380-4f2e-94fd-e3ca908f4ede_MobLab-1.png?auto=compress,format",,,,,5.0,2,2,5,10,6,"MobLab активно использует геймификацию для обучения экономическим принципам, но персонализация траектории и адаптивность материалов практически отсутствуют."
1303,learn-capital,Mystery Science,mystery-science,https://learn.vc/ventures,education,https://mysteryscience.com/,Mystery Science provides open-and-go lessons that inspire kids to love science. The company's online resource makes it easy for elementary school teachers to deliver an incredible science lesson without a science background. Hands-on activities expose students to the joy of scientific inquiry at an early age.,Acquired,,,,"https://images.prismic.io/learn-site/16a167d4-a7f9-4239-b196-c31b54f66b70_Mystery-Science.png?auto=compress,format",,,,,1.2,1,2,1,1,1,"Продукт предлагает фиксированные готовые уроки для учителей без персонализации учебного пути, адаптации материалов, социального взаимодействия, игровых механик или автоматизированной обратной связи."
1304,learn-capital,Nerdy,nerdy,https://learn.vc/ventures,education,https://www.nerdy.com/,"Nerdy connects learners with expert instructors through its flagship platform, Varsity Tutors. Offering 1-on-1 tutoring, group classes, and adaptive self-study tools, Nerdy supports academic achievement, test prep, and professional development with a focus on personalization, convenience, and results.",Public,,,,"https://images.prismic.io/learn-site/aFslwnfc4bHWir8k_NerdyLogo.png?auto=format,compress",,,,,7.2,9,8,7,3,9,"Nerdy получает высокие оценки за персонализированную траекторию и обратную связь через репетиторов, но практически не использует геймификацию в обучении."
1305,learn-capital,NewGlobe,newglobe,https://learn.vc/ventures,education,https://newglobe.education/,"NewGlobe partners with governments to support learning gains at scale by providing schools with proven pedagogy, real-time data tools, and teacher coaching. Focused on foundational literacy and numeracy, NewGlobe helps improve outcomes in emerging markets through structured, high-impact instructional models.",,,,,"https://images.prismic.io/learn-site/d75361cf-2172-4ee8-bc2b-a5b5cc78a523_newglobe.png?auto=compress,format",,,,,2.0,2,2,2,2,2,"NewGlobe предлагает строго структурированные учебные модели и инструменты для учителей, а не персонализированные образовательные траектории — фиксированная программа, однотипный контент, отсутствие коллаборации, геймификации и прямой обратной связи для учащихся."
1307,learn-capital,NoRedInk,noredink,https://learn.vc/ventures,education,https://www.noredink.com/,"NoRedInk helps students become stronger writers through personalized, standards-aligned exercises that adapt to their interests and skill levels. The platform guides learners through grammar, usage, and essay writing, while giving teachers real-time data to inform instruction and track growth over time.",,,,,"https://images.prismic.io/learn-site/b813327f-fa5c-484f-8a3e-b3d1540215b0_NoRedInk.png?auto=compress,format",,,,,4.6,5,8,1,3,6,"Платформа обеспечивает адаптацию материалов под интересы и уровень, но траектория задаётся системой, а не учеником, и отсутствуют элементы совместного обучения."
1308,learn-capital,NovoEd,novoed,https://learn.vc/ventures,education,https://novoed.com/,"NovoEd powers cohort-based courses that emphasize teamwork, practice, and feedback, helping organizations deliver high-impact learning at scale. From leadership development to onboarding, NovoEd enables companies and universities to create engaging, social learning experiences that drive real-world outcomes.",Acquired,,,,"https://images.prismic.io/learn-site/739e35f9-6956-406a-802b-3f556022e279_novoed-1.png?auto=compress,format",,,,,4.2,2,3,9,1,6,"NovoEd — это образовательная платформа для группового обучения с сильным акцентом на социальное взаимодействие и обратную связь, но без явной персонализации учебной траектории."
1310,learn-capital,On Deck,on-deck,https://learn.vc/ventures,education;community,https://www.beondeck.com/,"On Deck connects aspiring and active entrepreneurs through structured fellowships, mentorship, and peer support. With curated programming, access to capital, and a global founder network, ODF helps individuals go from idea to startup with greater speed, clarity, and community.",,,,,"https://images.prismic.io/learn-site/fa50baa1-63da-4d53-8b63-a1ef42ac01f6_On-Deck.png?auto=compress,format",,,,,0.0,0,0,0,0,0,"Продукт не является образовательным, это предпринимательское сообщество и акселератор, поэтому модель PMO неприменима."
1312,learn-capital,Pathrise,pathrise,https://learn.vc/ventures,education,https://www.pathrise.com/,"Pathrise helps job seekers land roles in tech, business, and design through personalized coaching, interview prep, and job search strategy. With an income share model and outcomes-focused approach, Pathrise supports candidates from application to offer while aligning incentives around success.",Acquired,,,,"https://images.prismic.io/learn-site/9042ad33-bee6-4d50-8ca3-bffef7108431_Pathrise.png?auto=compress,format",,,,,5.8,7,5,7,2,8,"Pathrise предлагает персонализированное наставничество с высокой адаптацией обратной связи, но отсутствует геймификация и глубокая адаптация учебных материалов."
1313,learn-capital,Photomath,photomath,https://learn.vc/ventures,education,https://www.photomath.net,"Photomath offers an award-winning AI-powered mobile app that makes math easy to understand and master. Its product features include instant solutions to scanned problems, step-by-step explanations, and engaging animated instruction for a wide range of math problems.",Acquired,,,,"https://images.prismic.io/learn-site/55a47a50-ed45-40fb-81a5-78390479c4b8_Photomath-1.png?auto=compress,format",,,,,1.6,1,2,0,1,4,"Photomath не предоставляет персонализированную траекторию обучения, адаптивные материалы или социальные функции, фокусируясь на автоматических пошаговых решениях математических задач."
1315,learn-capital,Prenda,prenda,https://learn.vc/ventures,education;community,https://www.prenda.com/,"Prenda partners with parents and educators to launch small, local learning environments where students progress at their own pace. Combining online curriculum, project-based learning, and personal mentorship, Prenda offers a flexible, student-centered model that reimagines the traditional classroom.",,,,,"https://images.prismic.io/learn-site/018d229b-23db-46be-ab36-db8c825a26e1_Prenda+Color.png?auto=compress,format",,,,,4.0,8,6,3,1,2,"Prenda предлагает персонализированную траекторию и адаптацию темпа, но отсутствуют элементы геймификации и обратная связь через продукт; социальное взаимодействие в основном реализуется офлайн."
1317,learn-capital,Scoutible,scoutible,https://learn.vc/ventures,education;gaming,https://www.scoutible.com/,"Scoutible is the world’s first game-based AI for hiring top talent, using psychometric profiling developed by expert psychologists to predict future performance of candidates. Its platform allows employers to find ideal employees for every position based on their essential qualities and provides job candidates an opportunity to showcase their talent via a quick-and-easy mobile game.",,,,,"https://images.prismic.io/learn-site/8f272a55-5b95-4f67-bff0-d9646593cdb9_Scoutible-2.png?auto=compress,format",,,,,0.0,0,0,0,0,0,"Продукт не является образовательным, это игровая платформа для найма и оценки талантов, не подпадающая под модель PMO."
1318,learn-capital,Section,section,https://learn.vc/ventures,education;community,https://www.section4.com/,"Section helps organizations and professionals adopt AI effectively by combining strategic planning, tailored training, and workflow redesign. With tools like ProfAI — an on-demand AI coach— and enterprise-grade programs, Section enables teams to develop habits and capabilities needed to drive real ROI from AI.",,,,,"https://images.prismic.io/learn-site/17f0f4db-973c-4cef-bf1a-d8d070343c65_Section.png?auto=compress,format",,,,,5.8,6,8,5,1,9,"Продукт предлагает корпоративное AI-обучение с адаптивными материалами и моментальной обратной связью через ИИ-коуча, но не вовлекает геймификацию и слабо развивает совместное обучение."
1319,learn-capital,Sharpen,sharpen,https://learn.vc/ventures,education;health,https://sharpen.com/,"Sharpen helps young children learn to read through a structured, dual-device program guided by parents. With phonics-based lessons and built-in progress tracking, the platform builds core literacy skills in just minutes a day.",,,,,"https://images.prismic.io/learn-site/5fa173d3-9916-4fe6-bbd4-2743a4db28e7_Sharpen.png?auto=compress,format",,,,,3.2,2,5,3,1,5,"Sharpen предлагает структурированную программу обучения чтению с отслеживанием прогресса, но без значительной персонализации траектории или геймификации."
1320,learn-capital,Singularity University,singularity-university,https://learn.vc/ventures,education;community,https://su.org/,"Singularity University equips leaders with the knowledge and mindset to navigate rapid technological change. Through immersive learning, expert networks, and global summits, the platform helps individuals and organizations apply emerging tech to solve complex global challenges.",,,,,"https://images.prismic.io/learn-site/Zv0UnbVsGrYSwRUy_SingularityLogo.png?auto=format,compress",,,,,4.6,5,5,7,2,4,"Платформа фокусируется на сетевом взаимодействии и экспертном обучении, но не предлагает глубокой персонализации траектории или адаптивных материалов."
1321,learn-capital,Smashcut,smashcut,https://learn.vc/ventures,education,https://www.smashcut.com/,"Smashcut delivers live, project-based courses with built-in video conferencing, feedback tools, and peer collaboration. Used by top institutions, the platform brings professional-grade media instruction to online classrooms.",,,,,"https://images.prismic.io/learn-site/2d187733-8128-4be3-a6a8-c9a3f74e3537_Smashcut.png?auto=compress,format",,,,,3.0,2,1,7,0,5,"Smashcut предлагает живые проектные курсы с инструментами для видеоконференций, обратной связи и совместной работы, но отсутствуют персонализация траектории и адаптивные материалы, а геймификация не используется."
1322,learn-capital,SoloLearn,sololearn,https://learn.vc/ventures,education,https://www.sololearn.com/,"SoloLearn is the world’s largest community of mobile code learners, offering a freemium subscription product that allows users to learn different programming languages anytime, anywhere, and on any device. It features lessons, quizzes, discussion forums, and a global leaderboard that gamifies the learning experience.",,,,,"https://images.prismic.io/learn-site/aFxe2Hfc4bHWiurq_SoloLearnLogo.png?auto=format,compress",,,,,3.8,3,1,5,6,4,"SoloLearn предлагает мобильное обучение программированию с геймификацией и форумами, но персонализация пути и материалов минимальна."
1324,learn-capital,Study Sync,study-sync,https://learn.vc/ventures,education,https://www.studysync.com/,"StudySync offers a standards-aligned English Language Arts platform for grades 6–12 that blends classic texts with modern media. With video previews, reading supports, and writing scaffolds, StudySync engages diverse learners while giving teachers powerful tools to personalize instruction.",Acquired,,,,"https://images.prismic.io/learn-site/aFxhX3fc4bHWiusR_StudySyncLogo.png?auto=format,compress",,,,,2.6,2,6,1,1,3,"Платформа ориентирована на учителей, предоставляя им инструменты персонализации, но у учащихся почти нет возможности самостоятельно выстраивать учебную траекторию; содержание разнообразно, но социальные и игровые механики отсутствуют."
1325,learn-capital,StudyEdge,studyedge,https://learn.vc/ventures,education,https://www.studyedge.com/,"Study Edge provides video-based tutoring, study guides, and adaptive practice tools to help students succeed in challenging courses. With platforms like College Success and Algebra Nation, Study Edge supports learning in core subjects through engaging, standards-aligned content.",Acquired,,,,"https://images.prismic.io/learn-site/8caf9903-3a07-40c2-bc3d-e554e69396c2_Study-Edge-1.png?auto=compress,format",,,,,3.6,4,6,2,1,5,"Продукт предлагает адаптивные практические инструменты, но в остальном основан на видео-лекциях и фиксированном контенте, без совместной деятельности и геймификации обучения."
1327,learn-capital,Teachable,teachable,https://learn.vc/ventures,education,https://teachable.com/,"Teachable provides a platform that allows teachers to create and sell online courses on everything from programming, marketing and design to cake decorating, jazz guitar and watercolor painting. The solution features tools to build a course website and control branding, student data, and pricing all from a single dashboard.",Acquired,,,,"https://images.prismic.io/learn-site/aFxeHnfc4bHWiuqJ_TeachableLogo.png?auto=format,compress",,,,,2.6,2,2,3,3,3,"Платформа для создания курсов, ориентированная на преподавателей, без глубокой персонализации или адаптивности для учащихся."
1328,learn-capital,Teachmint,teachmint,https://learn.vc/ventures,education,https://www.teachmint.com/,"Teachmint provides schools with an integrated platform for learning management, communication, content delivery, and administrative tools. Built to serve K–12 institutions in emerging markets, Teachmint helps educators digitize operations, improve classroom engagement, and scale access to quality instruction.",,,,,"https://images.prismic.io/learn-site/5aabce8d-56c8-4a4e-b34f-27c71dda3564_Teachmint.png?auto=compress,format",,,,,2.2,1,2,5,1,2,"Teachmint - это платформа для управления обучением, но она не предоставляет глубокую персонализацию учебного процесса, адаптацию материалов или геймификацию, что приводит к низким баллам по большинству инструментов ПМО."
1330,learn-capital,Udemy,udemy,https://learn.vc/ventures,education,https://www.udemy.com/,"Udemy is an online learning and teaching content marketplace with on-demand courses from experts in different areas. It offers a consumer product for both learners (Udemy) and teachers (Teach on Udemy), as well as an enterprise product (Udemy for Business).",Public,,,,"https://images.prismic.io/learn-site/4973d825-0e35-408f-822f-e4da4237d85c_udemy.png?auto=compress,format",,,,,3.0,6,2,3,1,3,"Udemy — это маркетплейс курсов с широким выбором, но без персонализации обучения и геймификации, что ограничивает его соответствие модели ПМО."
1331,learn-capital,Uppercase,uppercase,https://learn.vc/ventures,,https://www.uppercaseteach.com/,"Uppercase Teach connects educators struggling with lesson planning, classroom management, or family engagement to vetted expert teachers or its AI coach, Casey. The platform delivers personalized, real-time guidance, peer community forums, and curated resources, empowering teachers to improve instruction with confidence and ease.",,,,,"https://images.prismic.io/learn-site/aFswvXfc4bHWisF5_UppercaseLogo.png?auto=format,compress",,,,,5.8,5,8,6,1,9,"Платформа эффективно обеспечивает персонализированную обратную связь и поддержку учителям, но не предлагает геймификации и лишь частично позволяет строить собственную траекторию обучения."
1332,learn-capital,Upright Education,upright-education,https://learn.vc/ventures,education,https://www.uprighted.com/,"Upright partners with higher education institutions to offer job-focused training programs in tech, design, and business. With online instruction, mentorship, and career support, Upright helps adult learners transition into high-demand roles while expanding workforce development capacity for schools.",,,,,"https://images.prismic.io/learn-site/d8c2c4e3-20b9-48fb-b1bf-04a1ebecd4ed_Upright.png?auto=compress,format",,,,,3.4,4,2,6,1,4,"Продукт ориентирован на профессиональную переподготовку с фиксированной программой, что ограничивает персонализацию по модели PMO."
1335,learn-capital,Wonder Workshop,wonder-workshop,https://learn.vc/ventures,education,https://www.makewonder.com/,"Wonder Workshop creates programmable robots and curriculum that teach coding, creativity, and problem-solving to students in grades K–8. With classroom-ready tools and cross-platform apps, the company helps schools make computer science engaging and accessible from an early age.",,,,,"https://images.prismic.io/learn-site/ZigxGvPdc1huKt1A_WonderWorkshopLogo.png?auto=format,compress",,,,,4.4,3,4,3,6,6,"Образовательный продукт для обучения программированию с роботами, присутствуют элементы геймификации и наглядная обратная связь, но персонализация траектории и совместная деятельность развиты слабо."
1337,new-schools,10story,10story-2,https://www.newschools.org/venture/10story-2/,Learning Solutions,https://10storylearning.com,"10story designs engaging, hands-on math projects for grades K-8, where students learn and apply mathematical concepts through role-playing adventures. These collaborative problem-solving activities drive the story forward, transforming the classroom into a space for connection, friendship, joy, achievement, and deep learning.",Past,,2019.0,2024.0,https://www.newschools.org/wp-content/uploads/2024/10/10story-1.png,,,,,3.4,3,2,8,2,2,"Продукт ориентирован на совместное обучение через ролевые игры, однако отсутствуют ключевые элементы ПМО: персонализация траектории, адаптивные материалы, геймификация и обратная связь."
1339,new-schools,7 Generation Games,7-generation-games-2,https://www.newschools.org/venture/7-generation-games-2/,Learning Solutions,https://www.7generationgames.com/,"7 Generation Games is developing 7 Gen Ed Blocks, a no-code platform that enables educators to create interactive, culturally responsive literacy learning experiences in multiple languages. Since its founding, the organization has been focused on building narrative and gaming experiences that close equity gaps and improve outcomes for indigenous students and multilingual learners. Now they are working to adapt existing code libraries (originally used to develop proprietary games) into modularized, easily editable code blocks that educators can customize through a digital platform. This effort represents an attempt to scale their impact by putting more power into the hands of educators and enabling them to bring their content to life in engaging and culturally responsive ways.",,,2013.0,2022.0,,,,,,1.0,1,1,1,1,1,"Платформа является инструментом для авторов контента, а не продуктом для непосредственного обучения учащихся, поэтому персонализированная модель образования (PMO) практически не применима."
1342,new-schools,Acuarela Curriculum Cooperative,acuarela-curriculum-cooperative,https://www.newschools.org/venture/acuarela-curriculum-cooperative/,Learning Solutions,https://www.acuarelacurriculum.org/,"Acuarela Curriculum Cooperative is creating culturally sustaining, interdisciplinary bilingual curricula that interweaves and aligns to both literacy and rich content standards (science, social studies, arts), beginning in early childhood. We provide wraparound professional learning for teachers and leaders to support implementation of our comprehensive curriculum and build knowledge of the research behind its design, and we license our training as curricula for teacher preparation programs to better prepare novice teachers to deeply understand and provide high quality instruction as a lever for equity.",,,,,https://www.newschools.org/wp-content/uploads/2023/09/Acuarela-Logo-v1-1024x727.png,,,,,1.2,1,2,1,1,1,"Продукт представляет собой готовую учебную программу для педагогов, а не персонализированную цифровую платформу, поэтому низкие оценки по всем инструментам PMO, ориентированным на адаптивное обучение."
1345,new-schools,AI for Equity,ai-for-equity-2,https://www.newschools.org/venture/ai-for-equity-2/,Learning Solutions,https://www.ai-for-equity.org,AI for Equity supports and convenes cohorts of school system leaders to leverage AI in service of a more equitable future for all students.,Past,,2023.0,2024.0,https://www.newschools.org/wp-content/uploads/2024/10/AI-for-Equity-1.png,,,,,0.0,0,0,0,0,0,"Продукт не является образовательным средством, а представляет собой сервис поддержки и координации руководителей школ, поэтому не соответствует модели PMO."
1346,new-schools,AI-Learners,ai-learners-2,https://www.newschools.org/venture/ai-learners-2/,Learning Solutions,https://ai-learners.com/,AI-Learners is an edtech tool that helps students of all abilities learn early math and literacy through personalized games and analytics. It supports teachers by reducing time spent preparing accessible materials and provides comprehensive learning data insights for both parents and educators.,Past,,2021.0,2024.0,https://www.newschools.org/wp-content/uploads/2024/10/AI-Learners-1.png,,,,,5.8,6,7,1,9,6,"Персонализированные игры для обучения, но отсутствуют элементы совместной деятельности."
1349,new-schools,ALL in Education,all-in-education-3,https://www.newschools.org/venture/all-in-education-3/,Teaching Reimagined,https://allineducation.org/,"ALL In Education ensures that communities most impacted by educational inequities lead decisions affecting all students. By engaging families and caregivers, the organization creates high-quality learning environments that drive multigenerational change and long-term opportunity.",Past,,2020.0,2021.0,https://www.newschools.org/wp-content/uploads/2025/10/ALL-in-Education-1.png,,,,,0.0,0,0,0,0,0,"Продукт не является образовательным инструментом, а представляет собой инициативу по вовлечению сообществ и семей для решения проблем образовательного неравенства, поэтому он не соответствует модели PMO."
1350,new-schools,All Means All,all-means-all,https://www.newschools.org/venture/all-means-all/,Learning Differences,https://www.amaleaders.org/,"All Means All builds partnerships with school and system leaders to increase equitable outcomes and opportunities for students with disabilities and other intersectional identities that have been historically marginalized. Our flagship AMA School Leadership Program is a 15-month cohort-based fellowship for school leaders along with their school and/or network based teams that pairs repeated practicing of key adaptive skills (mindsets, adult culture and problem solving) and the technical levers to address inequity in schools with the deep coaching, feedback and collaboration to sustain it. Leaders in the program will work to shrink key academic and/or social emotional opportunity gaps rooted in systemic racism and ableism for students with disabilities with a particular focus on Black and Latino students from low-income backgrounds.",Past,,2021.0,2022.0,https://www.newschools.org/wp-content/uploads/2022/12/All-Means-All.png,,,,,3.0,3,3,7,0,2,"Программа фокусируется на сотрудничестве и коучинге, но практически не предлагает персонализации учебного пути, адаптивных материалов и геймификации, а обратная связь является преимущественно ручной."
1354,new-schools,Barbershop Books,barbershop-books-2,https://www.newschools.org/venture/barbershop-books-2/,Learning Solutions,https://barbershopbooks.org,"Reading So Lit, developed by Barbershop Books, uses social-emotional learning and multimedia to help preK-5 learners build vocabulary and express their reading preferences. This AI-powered platform delivers meaningful reading experiences, while strengths-based assessments and actionable data help educators personalize instruction and accelerate learning through student-driven decisions.",Past,,2020.0,2024.0,https://www.newschools.org/wp-content/uploads/2024/10/Barbershop-Books-1.png,,,,,4.6,7,9,1,1,5,"Продукт обеспечивает адаптивные учебные материалы на базе ИИ и учитывает предпочтения учащихся, но почти не содержит совместной деятельности и игровых механик."
1356,new-schools,BeeReaders,beereaders-2,https://www.newschools.org/venture/beereaders-2/,Learning Solutions,https://www.beereaders.com/,"BeeReaders Español offers culturally responsive content, adaptive assessments, and educator/family supports to build Spanish-speaking students’ literacy skills in both Spanish and English. Research has shown that developing these students’ Spanish literacy is beneficial not only to their development of English reading and writing skills, but also to a positive sense of identity and belonging. While the solution was developed for use in Latin American countries, the team is now prioritizing growth in dual language and bilingual programs in the United States.",,,2020.0,2022.0,,,,,,3.2,4,6,1,0,5,"BeeReaders обеспечивает адаптивное обучение грамотности с персонализированной обратной связью, но не позволяет учащимся выстраивать собственную траекторию, отсутствуют совместная деятельность и геймификация."
1363,new-schools,BrainScience Works,brainscience-works-2,https://www.newschools.org/venture/brainscience-works-2/,Learning Solutions,https://brainscience.works/,"BrainScience Works envisions a future where neuroscience, technology, and innovative teaching methods make literacy accessible to all. Their programs build confidence and success for struggling readers, unlocking the potential of every learner through transformative, inclusive education.",,,2023.0,2025.0,https://www.newschools.org/wp-content/uploads/2025/10/BrainScience-Works-1.png,,,,,4.6,5,7,1,3,7,"Продукт для обучения грамотности на основе нейронаук, вероятно, адаптирует материалы и предоставляет обратную связь, но не раскрывает механизмы персонализации траектории и почти не включает совместную деятельность."
1369,new-schools,California Indian Museum and Cultural Center,california-indian-museum-and-cultural-center-2,https://www.newschools.org/venture/california-indian-museum-and-cultural-center-2/,Learning Solutions,https://cimcc.org/education-center/,"The purpose of the California Indian Museum and Cultural Center is to culturally enrich and benefit the people of California and the general public. The goals of CIMCC are to educate the public about California Indian history and cultures, from a native perspective.",,,1996.0,2025.0,https://www.newschools.org/wp-content/uploads/2025/10/California-Indian-Museum-and-Cultural-Center-1.png,,,,,1.4,3,1,1,1,1,"Музей предоставляет образовательный контент, но без технологий персонализации, адаптивных материалов, коллаборации, геймификации или автоматической обратной связи, что соответствует традиционному статичному формату."
1371,new-schools,Capti – Charmtech Labs LLC,capti-charmtech-labs-llc,https://www.newschools.org/venture/capti-charmtech-labs-llc/,Learning Solutions,http://www.captivoice.com,"Capti is a literacy platform that helps improve reading for students of all abilities with evidence based solutions. The new initiative will empower researchers to prototype experimental reading interventions, validate them, and bring them to market via Capti. Capti will democratize intervention development, shorten time to market, and enable researchers to scale their impact.",,,2010.0,2023.0,https://www.newschools.org/wp-content/uploads/2023/09/Capti-New-Logo-23_RGB_10_115_235.png,,,,,3.0,2,7,1,0,5,"Платформа Capti фокусируется на адаптивных материалах для чтения, но практически не предоставляет возможностей для построения персональной траектории, совместного обучения или геймификации."
